Allele_A	Allele_B	FunctionalGroup	HV_distance	Cross_tier	AAAA_A	AAAA_B	Testable	Hypothesis
Allele_029	Allele_032	FG01	0.0	Incompatible	0	5	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_029	Allele_033	FG01	0.0	Incompatible	0	1	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_029	Allele_034	FG01	0.0	Incompatible	0	4	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_029	Allele_035	FG01	0.0	Incompatible	0	1	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_029	Allele_036	FG01	0.0	Incompatible	0	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_029	Allele_038	FG01	0.0	Incompatible	0	1	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_029	Allele_039	FG01	0.0	Incompatible	0	16	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_029	Allele_040	FG01	0.0	Incompatible	0	10	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_029	Allele_044	FG01	0.0	Incompatible	0	2	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_029	Allele_045	FG01	0.0	Incompatible	0	1	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_029	Allele_046	FG01	0.0	Incompatible	0	85	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_029	Allele_047	FG01	0.0	Incompatible	0	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_029	Allele_051	FG01	0.0	Incompatible	0	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_032	Allele_033	FG01	0.0	Incompatible	5	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_032	Allele_034	FG01	0.0	Incompatible	5	4	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_032	Allele_035	FG01	0.0	Incompatible	5	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_032	Allele_036	FG01	0.0	Incompatible	5	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_032	Allele_038	FG01	0.0	Incompatible	5	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_032	Allele_039	FG01	0.0	Incompatible	5	16	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_032	Allele_040	FG01	0.0	Incompatible	5	10	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_032	Allele_044	FG01	0.0	Incompatible	5	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_032	Allele_045	FG01	0.0	Incompatible	5	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_032	Allele_046	FG01	0.0	Incompatible	5	85	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_032	Allele_047	FG01	0.0	Incompatible	5	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_032	Allele_051	FG01	0.0	Incompatible	5	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_033	Allele_034	FG01	0.0	Incompatible	1	4	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_033	Allele_035	FG01	0.0	Incompatible	1	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_033	Allele_036	FG01	0.0	Incompatible	1	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_033	Allele_038	FG01	0.0	Incompatible	1	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_033	Allele_039	FG01	0.0	Incompatible	1	16	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_033	Allele_040	FG01	0.0	Incompatible	1	10	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_033	Allele_044	FG01	0.0	Incompatible	1	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_033	Allele_045	FG01	0.0	Incompatible	1	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_033	Allele_046	FG01	0.0	Incompatible	1	85	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_033	Allele_047	FG01	0.0	Incompatible	1	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_033	Allele_051	FG01	0.0	Incompatible	1	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_034	Allele_035	FG01	0.0	Incompatible	4	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_034	Allele_036	FG01	0.0	Incompatible	4	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_034	Allele_038	FG01	0.0	Incompatible	4	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_034	Allele_039	FG01	0.0	Incompatible	4	16	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_034	Allele_040	FG01	0.0	Incompatible	4	10	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_034	Allele_044	FG01	0.0	Incompatible	4	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_034	Allele_045	FG01	0.0	Incompatible	4	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_034	Allele_046	FG01	0.0	Incompatible	4	85	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_034	Allele_047	FG01	0.0	Incompatible	4	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_034	Allele_051	FG01	0.0	Incompatible	4	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_035	Allele_036	FG01	0.0	Incompatible	1	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_035	Allele_038	FG01	0.0	Incompatible	1	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_035	Allele_039	FG01	0.0	Incompatible	1	16	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_035	Allele_040	FG01	0.0	Incompatible	1	10	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_035	Allele_044	FG01	0.0	Incompatible	1	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_035	Allele_045	FG01	0.0	Incompatible	1	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_035	Allele_046	FG01	0.0	Incompatible	1	85	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_035	Allele_047	FG01	0.0	Incompatible	1	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_035	Allele_051	FG01	0.0	Incompatible	1	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_036	Allele_038	FG01	0.0	Incompatible	0	1	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_036	Allele_039	FG01	0.0	Incompatible	0	16	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_036	Allele_040	FG01	0.0	Incompatible	0	10	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_036	Allele_044	FG01	0.0	Incompatible	0	2	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_036	Allele_045	FG01	0.0	Incompatible	0	1	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_036	Allele_046	FG01	0.0	Incompatible	0	85	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_036	Allele_047	FG01	0.0	Incompatible	0	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_036	Allele_051	FG01	0.0	Incompatible	0	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_038	Allele_039	FG01	0.0	Incompatible	1	16	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_038	Allele_040	FG01	0.0	Incompatible	1	10	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_038	Allele_044	FG01	0.0	Incompatible	1	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_038	Allele_045	FG01	0.0	Incompatible	1	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_038	Allele_046	FG01	0.0	Incompatible	1	85	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_038	Allele_047	FG01	0.0	Incompatible	1	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_038	Allele_051	FG01	0.0	Incompatible	1	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_039	Allele_040	FG01	0.0	Incompatible	16	10	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_039	Allele_044	FG01	0.0	Incompatible	16	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_039	Allele_045	FG01	0.0	Incompatible	16	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_039	Allele_046	FG01	0.0	Incompatible	16	85	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_039	Allele_047	FG01	0.0	Incompatible	16	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_039	Allele_051	FG01	0.0	Incompatible	16	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_040	Allele_044	FG01	0.0	Incompatible	10	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_040	Allele_045	FG01	0.0	Incompatible	10	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_040	Allele_046	FG01	0.0	Incompatible	10	85	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_040	Allele_047	FG01	0.0	Incompatible	10	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_040	Allele_051	FG01	0.0	Incompatible	10	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_041	Allele_052	FG01	0.0	Incompatible	0	1	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_042	Allele_055	FG01	0.0	Incompatible	1	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_044	Allele_045	FG01	0.0	Incompatible	2	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_044	Allele_046	FG01	0.0	Incompatible	2	85	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_044	Allele_047	FG01	0.0	Incompatible	2	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_044	Allele_051	FG01	0.0	Incompatible	2	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_045	Allele_046	FG01	0.0	Incompatible	1	85	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_045	Allele_047	FG01	0.0	Incompatible	1	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_045	Allele_051	FG01	0.0	Incompatible	1	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_046	Allele_047	FG01	0.0	Incompatible	85	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_046	Allele_051	FG01	0.0	Incompatible	85	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_047	Allele_051	FG01	0.0	Incompatible	0	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_053	Allele_054	FG01	0.0	Incompatible	0	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_001	Allele_002	FG01	0.0122	Synonymy_test	0	2	no	Small HV difference — Synonymy_test cross
Allele_001	Allele_003	FG01	0.0122	Synonymy_test	0	2	no	Small HV difference — Synonymy_test cross
Allele_001	Allele_011	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_001	Allele_012	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_001	Allele_021	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_001	Allele_041	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_001	Allele_042	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_001	Allele_052	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_001	Allele_055	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_003	Allele_005	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_003	Allele_006	FG01	0.0122	Synonymy_test	2	2	yes	Small HV difference — Synonymy_test cross
Allele_003	Allele_007	FG01	0.0122	Synonymy_test	2	5	yes	Small HV difference — Synonymy_test cross
Allele_003	Allele_008	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_003	Allele_009	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_003	Allele_010	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_003	Allele_013	FG01	0.0122	Synonymy_test	2	5	yes	Small HV difference — Synonymy_test cross
Allele_003	Allele_014	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_003	Allele_015	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_003	Allele_016	FG01	0.0122	Synonymy_test	2	7	yes	Small HV difference — Synonymy_test cross
Allele_003	Allele_017	FG01	0.0122	Synonymy_test	2	4	yes	Small HV difference — Synonymy_test cross
Allele_003	Allele_018	FG01	0.0122	Synonymy_test	2	15	yes	Small HV difference — Synonymy_test cross
Allele_003	Allele_019	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_003	Allele_020	FG01	0.0122	Synonymy_test	2	3	yes	Small HV difference — Synonymy_test cross
Allele_003	Allele_022	FG01	0.0122	Synonymy_test	2	2	yes	Small HV difference — Synonymy_test cross
Allele_003	Allele_023	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_003	Allele_024	FG01	0.0122	Synonymy_test	2	2	yes	Small HV difference — Synonymy_test cross
Allele_003	Allele_026	FG01	0.0122	Synonymy_test	2	2	yes	Small HV difference — Synonymy_test cross
Allele_003	Allele_027	FG01	0.0122	Synonymy_test	2	3	yes	Small HV difference — Synonymy_test cross
Allele_003	Allele_028	FG01	0.0122	Synonymy_test	2	5	yes	Small HV difference — Synonymy_test cross
Allele_003	Allele_029	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_003	Allele_032	FG01	0.0122	Synonymy_test	2	5	yes	Small HV difference — Synonymy_test cross
Allele_003	Allele_033	FG01	0.0122	Synonymy_test	2	1	yes	Small HV difference — Synonymy_test cross
Allele_003	Allele_034	FG01	0.0122	Synonymy_test	2	4	yes	Small HV difference — Synonymy_test cross
Allele_003	Allele_035	FG01	0.0122	Synonymy_test	2	1	yes	Small HV difference — Synonymy_test cross
Allele_003	Allele_036	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_003	Allele_038	FG01	0.0122	Synonymy_test	2	1	yes	Small HV difference — Synonymy_test cross
Allele_003	Allele_039	FG01	0.0122	Synonymy_test	2	16	yes	Small HV difference — Synonymy_test cross
Allele_003	Allele_040	FG01	0.0122	Synonymy_test	2	10	yes	Small HV difference — Synonymy_test cross
Allele_003	Allele_044	FG01	0.0122	Synonymy_test	2	2	yes	Small HV difference — Synonymy_test cross
Allele_003	Allele_045	FG01	0.0122	Synonymy_test	2	1	yes	Small HV difference — Synonymy_test cross
Allele_003	Allele_046	FG01	0.0122	Synonymy_test	2	85	yes	Small HV difference — Synonymy_test cross
Allele_003	Allele_047	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_003	Allele_051	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_005	Allele_011	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_005	Allele_012	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_005	Allele_021	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_005	Allele_025	FG01	0.0122	Synonymy_test	0	3	no	Small HV difference — Synonymy_test cross
Allele_005	Allele_031	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_005	Allele_037	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_005	Allele_041	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_005	Allele_042	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_005	Allele_048	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_005	Allele_049	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_005	Allele_052	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_005	Allele_055	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_006	Allele_011	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_006	Allele_012	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_006	Allele_021	FG01	0.0122	Synonymy_test	2	1	yes	Small HV difference — Synonymy_test cross
Allele_006	Allele_025	FG01	0.0122	Synonymy_test	2	3	yes	Small HV difference — Synonymy_test cross
Allele_006	Allele_031	FG01	0.0122	Synonymy_test	2	1	yes	Small HV difference — Synonymy_test cross
Allele_006	Allele_037	FG01	0.0122	Synonymy_test	2	1	yes	Small HV difference — Synonymy_test cross
Allele_006	Allele_041	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_006	Allele_042	FG01	0.0122	Synonymy_test	2	1	yes	Small HV difference — Synonymy_test cross
Allele_006	Allele_048	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_006	Allele_049	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_006	Allele_052	FG01	0.0122	Synonymy_test	2	1	yes	Small HV difference — Synonymy_test cross
Allele_006	Allele_055	FG01	0.0122	Synonymy_test	2	0	no	Small HV difference — Synonymy_test cross
Allele_007	Allele_011	FG01	0.0122	Synonymy_test	5	0	no	Small HV difference — Synonymy_test cross
Allele_007	Allele_012	FG01	0.0122	Synonymy_test	5	0	no	Small HV difference — Synonymy_test cross
Allele_007	Allele_021	FG01	0.0122	Synonymy_test	5	1	yes	Small HV difference — Synonymy_test cross
Allele_007	Allele_025	FG01	0.0122	Synonymy_test	5	3	yes	Small HV difference — Synonymy_test cross
Allele_007	Allele_031	FG01	0.0122	Synonymy_test	5	1	yes	Small HV difference — Synonymy_test cross
Allele_007	Allele_037	FG01	0.0122	Synonymy_test	5	1	yes	Small HV difference — Synonymy_test cross
Allele_007	Allele_041	FG01	0.0122	Synonymy_test	5	0	no	Small HV difference — Synonymy_test cross
Allele_007	Allele_042	FG01	0.0122	Synonymy_test	5	1	yes	Small HV difference — Synonymy_test cross
Allele_007	Allele_048	FG01	0.0122	Synonymy_test	5	0	no	Small HV difference — Synonymy_test cross
Allele_007	Allele_049	FG01	0.0122	Synonymy_test	5	0	no	Small HV difference — Synonymy_test cross
Allele_007	Allele_052	FG01	0.0122	Synonymy_test	5	1	yes	Small HV difference — Synonymy_test cross
Allele_007	Allele_055	FG01	0.0122	Synonymy_test	5	0	no	Small HV difference — Synonymy_test cross
Allele_008	Allele_011	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_008	Allele_012	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_008	Allele_021	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_008	Allele_025	FG01	0.0122	Synonymy_test	0	3	no	Small HV difference — Synonymy_test cross
Allele_008	Allele_031	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_008	Allele_037	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_008	Allele_041	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_008	Allele_042	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_008	Allele_048	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_008	Allele_049	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_008	Allele_052	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_008	Allele_055	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_009	Allele_011	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_009	Allele_012	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_009	Allele_021	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_009	Allele_025	FG01	0.0122	Synonymy_test	0	3	no	Small HV difference — Synonymy_test cross
Allele_009	Allele_031	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_009	Allele_037	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_009	Allele_041	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_009	Allele_042	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_009	Allele_048	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_009	Allele_049	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_009	Allele_052	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_009	Allele_055	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_010	Allele_011	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_010	Allele_012	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_010	Allele_021	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_010	Allele_025	FG01	0.0122	Synonymy_test	0	3	no	Small HV difference — Synonymy_test cross
Allele_010	Allele_031	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_010	Allele_037	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_010	Allele_041	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_010	Allele_042	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_010	Allele_048	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_010	Allele_049	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_010	Allele_052	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_010	Allele_055	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_011	Allele_013	FG01	0.0122	Synonymy_test	0	5	no	Small HV difference — Synonymy_test cross
Allele_011	Allele_014	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_011	Allele_015	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_011	Allele_016	FG01	0.0122	Synonymy_test	0	7	no	Small HV difference — Synonymy_test cross
Allele_011	Allele_017	FG01	0.0122	Synonymy_test	0	4	no	Small HV difference — Synonymy_test cross
Allele_011	Allele_018	FG01	0.0122	Synonymy_test	0	15	no	Small HV difference — Synonymy_test cross
Allele_011	Allele_019	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_011	Allele_020	FG01	0.0122	Synonymy_test	0	3	no	Small HV difference — Synonymy_test cross
Allele_011	Allele_022	FG01	0.0122	Synonymy_test	0	2	no	Small HV difference — Synonymy_test cross
Allele_011	Allele_023	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_011	Allele_024	FG01	0.0122	Synonymy_test	0	2	no	Small HV difference — Synonymy_test cross
Allele_011	Allele_026	FG01	0.0122	Synonymy_test	0	2	no	Small HV difference — Synonymy_test cross
Allele_011	Allele_027	FG01	0.0122	Synonymy_test	0	3	no	Small HV difference — Synonymy_test cross
Allele_011	Allele_028	FG01	0.0122	Synonymy_test	0	5	no	Small HV difference — Synonymy_test cross
Allele_011	Allele_029	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_011	Allele_032	FG01	0.0122	Synonymy_test	0	5	no	Small HV difference — Synonymy_test cross
Allele_011	Allele_033	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_011	Allele_034	FG01	0.0122	Synonymy_test	0	4	no	Small HV difference — Synonymy_test cross
Allele_011	Allele_035	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_011	Allele_036	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_011	Allele_038	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_011	Allele_039	FG01	0.0122	Synonymy_test	0	16	no	Small HV difference — Synonymy_test cross
Allele_011	Allele_040	FG01	0.0122	Synonymy_test	0	10	no	Small HV difference — Synonymy_test cross
Allele_011	Allele_044	FG01	0.0122	Synonymy_test	0	2	no	Small HV difference — Synonymy_test cross
Allele_011	Allele_045	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_011	Allele_046	FG01	0.0122	Synonymy_test	0	85	no	Small HV difference — Synonymy_test cross
Allele_011	Allele_047	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_011	Allele_051	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_012	Allele_013	FG01	0.0122	Synonymy_test	0	5	no	Small HV difference — Synonymy_test cross
Allele_012	Allele_014	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_012	Allele_015	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_012	Allele_016	FG01	0.0122	Synonymy_test	0	7	no	Small HV difference — Synonymy_test cross
Allele_012	Allele_017	FG01	0.0122	Synonymy_test	0	4	no	Small HV difference — Synonymy_test cross
Allele_012	Allele_018	FG01	0.0122	Synonymy_test	0	15	no	Small HV difference — Synonymy_test cross
Allele_012	Allele_019	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_012	Allele_020	FG01	0.0122	Synonymy_test	0	3	no	Small HV difference — Synonymy_test cross
Allele_012	Allele_022	FG01	0.0122	Synonymy_test	0	2	no	Small HV difference — Synonymy_test cross
Allele_012	Allele_023	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_012	Allele_024	FG01	0.0122	Synonymy_test	0	2	no	Small HV difference — Synonymy_test cross
Allele_012	Allele_026	FG01	0.0122	Synonymy_test	0	2	no	Small HV difference — Synonymy_test cross
Allele_012	Allele_027	FG01	0.0122	Synonymy_test	0	3	no	Small HV difference — Synonymy_test cross
Allele_012	Allele_028	FG01	0.0122	Synonymy_test	0	5	no	Small HV difference — Synonymy_test cross
Allele_012	Allele_029	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
Allele_012	Allele_032	FG01	0.0122	Synonymy_test	0	5	no	Small HV difference — Synonymy_test cross
Allele_012	Allele_033	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_012	Allele_034	FG01	0.0122	Synonymy_test	0	4	no	Small HV difference — Synonymy_test cross
Allele_012	Allele_035	FG01	0.0122	Synonymy_test	0	1	no	Small HV difference — Synonymy_test cross
Allele_012	Allele_036	FG01	0.0122	Synonymy_test	0	0	no	Small HV difference — Synonymy_test cross
