Original_sequence_ID	Protein	Count
Library008_barcode15_hap4_rep1_tig00000001	SRK_protein_016	62
Library008_barcode15_hap4_rep2_tig00000001	SRK_protein_015	33
Library008_barcode15_hap4_rep4_tig00000003	SRK_protein_081	224
Library008_barcode16_hap1_rep3_tig00000002	SRK_protein_081	224
Library008_barcode16_hap2_rep3_tig00000002	SRK_protein_050	115
Library008_barcode16_hap3_rep3_tig00000002	SRK_protein_081	224
Library008_barcode16_hap4_rep3_tig00000002	SRK_protein_072	235
Library008_barcode17_hap1_rep2_tig00000001	SRK_protein_028	99
Library008_barcode17_hap2_rep2_tig00000001	SRK_protein_028	99
Library008_barcode17_hap3_rep2_tig00000001	SRK_protein_028	99
Library008_barcode17_hap4_rep2_tig00000001	SRK_protein_028	99
Library008_barcode19_hap1_rep2_tig00000001	SRK_protein_028	99
Library008_barcode19_hap1_rep3_tig00000002	SRK_protein_028	99
Library008_barcode19_hap2_rep2_tig00000001	SRK_protein_028	99
Library008_barcode19_hap2_rep3_tig00000002	SRK_protein_016	62
Library008_barcode19_hap3_rep2_tig00000001	SRK_protein_028	99
Library008_barcode19_hap3_rep3_tig00000002	SRK_protein_016	62
Library008_barcode19_hap4_rep2_tig00000001	SRK_protein_028	99
Library008_barcode19_hap4_rep3_tig00000002	SRK_protein_016	62
Library008_barcode19_hap1_rep4_tig00000003	SRK_protein_016	62
Library008_barcode19_hap2_rep4_tig00000003	SRK_protein_016	62
Library008_barcode19_hap3_rep4_tig00000003	SRK_protein_016	62
Library008_barcode19_hap4_rep4_tig00000003	SRK_protein_016	62
Library008_barcode20_hap1_rep3_tig00000001	SRK_protein_003	17
Library008_barcode20_hap2_rep3_tig00000001	SRK_protein_003	17
Library008_barcode20_hap1_rep3_tig00000002	SRK_protein_252	105
Library008_barcode20_hap2_rep3_tig00000002	SRK_protein_252	105
Library008_barcode20_hap3_rep3_tig00000002	SRK_protein_252	105
Library008_barcode20_hap4_rep3_tig00000002	SRK_protein_252	105
Library008_barcode21_hap1_rep1_tig00000002	SRK_protein_015	33
Library008_barcode21_hap2_rep1_tig00000002	SRK_protein_015	33
Library008_barcode21_hap3_rep1_tig00000002	SRK_protein_015	33
Library008_barcode21_hap4_rep1_tig00000002	SRK_protein_015	33
Library008_barcode21_hap1_rep2_tig00000001	SRK_protein_016	62
Library008_barcode21_hap2_rep2_tig00000001	SRK_protein_016	62
Library008_barcode21_hap3_rep2_tig00000001	SRK_protein_016	62
Library008_barcode21_hap4_rep2_tig00000001	SRK_protein_016	62
Library008_barcode22_hap1_rep1_tig00000003	SRK_protein_253	112
Library008_barcode22_hap1_rep3_tig00000001	SRK_protein_252	105
Library008_barcode22_hap1_rep4_tig00000002	SRK_protein_015	33
Library008_barcode22_hap2_rep1_tig00000003	SRK_protein_253	112
Library008_barcode22_hap2_rep3_tig00000001	SRK_protein_252	105
Library008_barcode22_hap2_rep4_tig00000002	SRK_protein_015	33
Library008_barcode22_hap3_rep1_tig00000003	SRK_protein_253	112
Library008_barcode22_hap3_rep3_tig00000001	SRK_protein_252	105
Library008_barcode22_hap3_rep3_tig00000003	SRK_protein_081	224
Library008_barcode22_hap3_rep4_tig00000002	SRK_protein_015	33
Library008_barcode22_hap4_rep1_tig00000003	SRK_protein_253	112
Library008_barcode22_hap4_rep3_tig00000001	SRK_protein_252	105
Library008_barcode22_hap4_rep3_tig00000003	SRK_protein_015	33
Library008_barcode22_hap4_rep4_tig00000002	SRK_protein_015	33
Library008_barcode23_hap1_rep2_tig00000002	SRK_protein_072	235
Library008_barcode23_hap1_rep4_tig00000002	SRK_protein_003	17
Library008_barcode23_hap2_rep2_tig00000002	SRK_protein_072	235
Library008_barcode23_hap3_rep2_tig00000002	SRK_protein_072	235
Library008_barcode23_hap3_rep4_tig00000002	SRK_protein_072	235
Library008_barcode23_hap4_rep2_tig00000002	SRK_protein_072	235
Library008_barcode23_hap4_rep4_tig00000002	SRK_protein_003	17
Library008_barcode24_hap1_rep3_tig00000001	SRK_protein_253	112
Library008_barcode24_hap2_rep3_tig00000001	SRK_protein_253	112
Library008_barcode24_hap3_rep3_tig00000001	SRK_protein_253	112
Library008_barcode24_hap4_rep3_tig00000001	SRK_protein_253	112
Library008_barcode24_hap1_rep1_tig00000005	SRK_protein_253	112
Library008_barcode24_hap1_rep4_tig00000001	SRK_protein_072	235
Library008_barcode24_hap2_rep1_tig00000005	SRK_protein_253	112
Library008_barcode24_hap2_rep4_tig00000001	SRK_protein_072	235
Library008_barcode24_hap3_rep1_tig00000005	SRK_protein_253	112
Library008_barcode24_hap3_rep4_tig00000001	SRK_protein_072	235
Library008_barcode24_hap4_rep1_tig00000005	SRK_protein_253	112
Library008_barcode24_hap4_rep4_tig00000001	SRK_protein_072	235
Library008_barcode25_hap1_rep1_tig00000001	SRK_protein_081	224
Library008_barcode25_hap1_rep2_tig00000001	SRK_protein_081	224
Library008_barcode25_hap1_rep2_tig00000002	SRK_protein_072	235
Library008_barcode25_hap1_rep3_tig00000001	SRK_protein_072	235
Library008_barcode25_hap1_rep4_tig00000002	SRK_protein_261	8
Library008_barcode25_hap2_rep1_tig00000001	SRK_protein_081	224
Library008_barcode25_hap2_rep2_tig00000001	SRK_protein_081	224
Library008_barcode25_hap2_rep2_tig00000002	SRK_protein_072	235
Library008_barcode25_hap2_rep3_tig00000001	SRK_protein_072	235
Library008_barcode25_hap2_rep4_tig00000002	SRK_protein_261	8
Library008_barcode25_hap3_rep1_tig00000001	SRK_protein_081	224
Library008_barcode25_hap3_rep2_tig00000001	SRK_protein_081	224
Library008_barcode25_hap3_rep2_tig00000002	SRK_protein_072	235
Library008_barcode25_hap3_rep3_tig00000001	SRK_protein_072	235
Library008_barcode25_hap3_rep4_tig00000002	SRK_protein_261	8
Library008_barcode25_hap4_rep1_tig00000001	SRK_protein_081	224
Library008_barcode25_hap4_rep2_tig00000001	SRK_protein_081	224
Library008_barcode25_hap4_rep2_tig00000002	SRK_protein_072	235
Library008_barcode25_hap4_rep3_tig00000001	SRK_protein_072	235
Library008_barcode25_hap4_rep4_tig00000002	SRK_protein_261	8
Library008_barcode25_hap1_rep4_tig00000003	SRK_protein_050	115
Library008_barcode25_hap2_rep4_tig00000003	SRK_protein_050	115
Library008_barcode25_hap3_rep4_tig00000003	SRK_protein_050	115
Library008_barcode25_hap4_rep4_tig00000003	SRK_protein_050	115
Library008_barcode26_hap1_rep1_tig00000001	SRK_protein_028	99
Library008_barcode26_hap2_rep1_tig00000001	SRK_protein_028	99
Library008_barcode26_hap3_rep1_tig00000001	SRK_protein_028	99
Library008_barcode26_hap4_rep1_tig00000001	SRK_protein_028	99
Library008_barcode26_hap1_rep4_tig00000001	SRK_protein_017	24
Library008_barcode26_hap2_rep4_tig00000001	SRK_protein_017	24
Library008_barcode26_hap3_rep4_tig00000001	SRK_protein_017	24
Library008_barcode27_hap1_rep1_tig00000001	SRK_protein_252	105
Library008_barcode27_hap2_rep1_tig00000001	SRK_protein_252	105
Library008_barcode27_hap3_rep1_tig00000001	SRK_protein_252	105
Library008_barcode27_hap4_rep1_tig00000001	SRK_protein_252	105
Library008_barcode28_hap1_rep4_tig00000002	SRK_protein_253	112
Library008_barcode28_hap2_rep4_tig00000002	SRK_protein_253	112
Library008_barcode28_hap3_rep4_tig00000002	SRK_protein_253	112
Library008_barcode28_hap4_rep4_tig00000002	SRK_protein_253	112
Library008_barcode28_hap1_rep1_tig00000001	SRK_protein_253	112
Library008_barcode28_hap2_rep1_tig00000001	SRK_protein_253	112
Library008_barcode28_hap3_rep1_tig00000001	SRK_protein_253	112
Library008_barcode28_hap4_rep1_tig00000001	SRK_protein_253	112
Library008_barcode29_hap1_rep1_tig00000001	SRK_protein_081	224
Library008_barcode29_hap2_rep1_tig00000001	SRK_protein_081	224
Library008_barcode29_hap3_rep1_tig00000001	SRK_protein_081	224
Library008_barcode29_hap4_rep1_tig00000001	SRK_protein_081	224
Library008_barcode30_hap1_rep1_tig00000002	SRK_protein_081	224
Library008_barcode30_hap2_rep1_tig00000002	SRK_protein_081	224
Library008_barcode30_hap2_rep2_tig00000001	SRK_protein_081	224
Library008_barcode30_hap4_rep2_tig00000001	SRK_protein_081	224
Library008_barcode31_hap1_rep1_tig00000001	SRK_protein_252	105
Library008_barcode31_hap1_rep2_tig00000001	SRK_protein_262	8
Library008_barcode31_hap2_rep1_tig00000001	SRK_protein_252	105
Library008_barcode31_hap2_rep2_tig00000001	SRK_protein_262	8
Library008_barcode31_hap3_rep1_tig00000001	SRK_protein_252	105
Library008_barcode31_hap3_rep2_tig00000001	SRK_protein_262	8
Library008_barcode31_hap4_rep1_tig00000001	SRK_protein_252	105
Library008_barcode31_hap4_rep2_tig00000001	SRK_protein_262	8
Library008_barcode31_hap1_rep1_tig00000002	SRK_protein_253	112
Library008_barcode31_hap2_rep1_tig00000002	SRK_protein_253	112
Library008_barcode31_hap3_rep1_tig00000002	SRK_protein_253	112
Library008_barcode31_hap4_rep1_tig00000002	SRK_protein_253	112
Library008_barcode32_hap1_rep1_tig00000001	SRK_protein_016	62
Library008_barcode32_hap2_rep1_tig00000001	SRK_protein_016	62
Library008_barcode32_hap3_rep1_tig00000001	SRK_protein_016	62
Library008_barcode32_hap4_rep1_tig00000001	SRK_protein_016	62
Library008_barcode32_hap2_rep1_tig00000002	SRK_protein_016	62
Library008_barcode32_hap3_rep1_tig00000002	SRK_protein_016	62
Library008_barcode32_hap4_rep1_tig00000002	SRK_protein_016	62
Library008_barcode33_hap1_rep1_tig00000001	SRK_protein_247	15
Library008_barcode33_hap1_rep1_tig00000002	SRK_protein_028	99
Library008_barcode33_hap2_rep1_tig00000001	SRK_protein_247	15
Library008_barcode33_hap2_rep1_tig00000002	SRK_protein_028	99
Library008_barcode33_hap3_rep1_tig00000001	SRK_protein_247	15
Library008_barcode33_hap3_rep1_tig00000002	SRK_protein_028	99
Library008_barcode33_hap4_rep1_tig00000002	SRK_protein_028	99
Library008_barcode34_hap1_rep1_tig00000002	SRK_protein_017	24
Library008_barcode34_hap1_rep1_tig00000003	SRK_protein_028	99
Library008_barcode34_hap2_rep1_tig00000003	SRK_protein_028	99
Library008_barcode34_hap3_rep1_tig00000003	SRK_protein_028	99
Library008_barcode34_hap4_rep1_tig00000002	SRK_protein_017	24
Library008_barcode34_hap4_rep1_tig00000003	SRK_protein_028	99
Library008_barcode35_hap1_rep1_tig00000001	SRK_protein_072	235
Library008_barcode35_hap1_rep2_tig00000001	SRK_protein_072	235
Library008_barcode35_hap1_rep4_tig00000003	SRK_protein_072	235
Library008_barcode35_hap2_rep1_tig00000001	SRK_protein_072	235
Library008_barcode35_hap2_rep2_tig00000001	SRK_protein_072	235
Library008_barcode35_hap2_rep4_tig00000003	SRK_protein_072	235
Library008_barcode35_hap3_rep1_tig00000001	SRK_protein_072	235
Library008_barcode35_hap3_rep2_tig00000001	SRK_protein_072	235
Library008_barcode35_hap3_rep4_tig00000003	SRK_protein_072	235
Library008_barcode35_hap4_rep1_tig00000001	SRK_protein_072	235
Library008_barcode35_hap4_rep2_tig00000001	SRK_protein_072	235
Library008_barcode35_hap4_rep4_tig00000003	SRK_protein_072	235
Library008_barcode35_hap1_rep3_tig00000002	SRK_protein_050	115
Library008_barcode35_hap2_rep3_tig00000002	SRK_protein_050	115
Library008_barcode35_hap3_rep3_tig00000002	SRK_protein_081	224
Library008_barcode35_hap4_rep3_tig00000002	SRK_protein_081	224
Library008_barcode36_hap1_rep1_tig00000003	SRK_protein_253	112
Library008_barcode36_hap1_rep4_tig00000001	SRK_protein_081	224
Library008_barcode36_hap2_rep1_tig00000003	SRK_protein_253	112
Library008_barcode36_hap2_rep4_tig00000001	SRK_protein_081	224
Library008_barcode36_hap3_rep1_tig00000003	SRK_protein_253	112
Library008_barcode36_hap3_rep2_tig00000001	SRK_protein_263	5
Library008_barcode36_hap3_rep4_tig00000001	SRK_protein_081	224
Library008_barcode36_hap4_rep1_tig00000003	SRK_protein_253	112
Library008_barcode36_hap4_rep2_tig00000001	SRK_protein_263	5
Library008_barcode36_hap1_rep4_tig00000002	SRK_protein_081	224
Library008_barcode36_hap2_rep4_tig00000002	SRK_protein_081	224
Library008_barcode36_hap3_rep4_tig00000002	SRK_protein_081	224
Library008_barcode36_hap4_rep4_tig00000002	SRK_protein_081	224
Library008_barcode89_hap1_rep1_tig00000001	SRK_protein_072	235
Library008_barcode89_hap2_rep1_tig00000001	SRK_protein_072	235
Library008_barcode89_hap3_rep1_tig00000001	SRK_protein_072	235
Library008_barcode89_hap4_rep1_tig00000001	SRK_protein_072	235
Library008_barcode89_hap1_rep4_tig00000001	SRK_protein_072	235
Library008_barcode89_hap2_rep4_tig00000001	SRK_protein_072	235
Library008_barcode89_hap3_rep4_tig00000001	SRK_protein_072	235
Library008_barcode89_hap4_rep4_tig00000001	SRK_protein_072	235
Library008_barcode90_hap1_rep1_tig00000001	SRK_protein_072	235
Library008_barcode90_hap1_rep1_tig00000002	SRK_protein_072	235
Library008_barcode90_hap2_rep1_tig00000001	SRK_protein_072	235
Library008_barcode90_hap2_rep1_tig00000002	SRK_protein_072	235
Library008_barcode90_hap3_rep1_tig00000001	SRK_protein_072	235
Library008_barcode90_hap3_rep1_tig00000002	SRK_protein_072	235
Library008_barcode90_hap4_rep1_tig00000001	SRK_protein_072	235
Library008_barcode90_hap4_rep1_tig00000002	SRK_protein_072	235
Library008_barcode91_hap1_rep1_tig00000001	SRK_protein_072	235
Library008_barcode91_hap2_rep1_tig00000001	SRK_protein_072	235
Library008_barcode91_hap3_rep1_tig00000001	SRK_protein_072	235
Library008_barcode91_hap4_rep1_tig00000001	SRK_protein_072	235
Library009_barcode01_hap1_rep1_tig00000001	SRK_protein_150	142
Library009_barcode01_hap2_rep1_tig00000001	SRK_protein_150	142
Library009_barcode01_hap3_rep1_tig00000001	SRK_protein_150	142
Library009_barcode01_hap4_rep1_tig00000001	SRK_protein_150	142
Library009_barcode02_hap1_rep1_tig00000001	SRK_protein_150	142
Library009_barcode02_hap2_rep1_tig00000001	SRK_protein_150	142
Library009_barcode02_hap3_rep1_tig00000001	SRK_protein_150	142
Library009_barcode03_hap1_rep3_tig00000001	SRK_protein_264	56
Library009_barcode03_hap2_rep2_tig00000001	SRK_protein_143	43
Library009_barcode03_hap2_rep3_tig00000001	SRK_protein_264	56
Library009_barcode03_hap3_rep2_tig00000001	SRK_protein_143	43
Library009_barcode03_hap3_rep3_tig00000001	SRK_protein_264	56
Library009_barcode03_hap4_rep2_tig00000001	SRK_protein_143	43
Library009_barcode03_hap1_rep2_tig00000003	SRK_protein_265	6
Library009_barcode03_hap3_rep2_tig00000003	SRK_protein_265	6
Library009_barcode03_hap4_rep2_tig00000003	SRK_protein_265	6
Library009_barcode04_hap1_rep1_tig00000001	SRK_protein_029	12
Library009_barcode04_hap2_rep1_tig00000001	SRK_protein_029	12
Library009_barcode04_hap3_rep1_tig00000001	SRK_protein_029	12
Library009_barcode04_hap4_rep1_tig00000001	SRK_protein_029	12
Library009_barcode05_hap1_rep4_tig00000001	SRK_protein_018	44
Library009_barcode05_hap2_rep4_tig00000001	SRK_protein_018	44
Library009_barcode05_hap3_rep4_tig00000001	SRK_protein_018	44
Library009_barcode05_hap4_rep4_tig00000001	SRK_protein_018	44
Library009_barcode06_hap1_rep1_tig00000001	SRK_protein_123	64
Library009_barcode06_hap2_rep1_tig00000001	SRK_protein_123	64
Library009_barcode06_hap3_rep1_tig00000001	SRK_protein_123	64
Library009_barcode06_hap4_rep1_tig00000001	SRK_protein_123	64
Library009_barcode10_hap1_rep3_tig00000001	SRK_protein_150	142
Library009_barcode10_hap2_rep3_tig00000001	SRK_protein_150	142
Library009_barcode10_hap3_rep3_tig00000001	SRK_protein_150	142
Library009_barcode10_hap4_rep3_tig00000001	SRK_protein_150	142
Library009_barcode10_hap1_rep4_tig00000001	SRK_protein_272	8
Library009_barcode10_hap2_rep4_tig00000001	SRK_protein_272	8
Library009_barcode10_hap3_rep4_tig00000001	SRK_protein_272	8
Library009_barcode10_hap4_rep4_tig00000001	SRK_protein_272	8
Library009_barcode11_hap1_rep1_tig00000001	SRK_protein_150	142
Library009_barcode11_hap2_rep1_tig00000001	SRK_protein_150	142
Library009_barcode11_hap3_rep1_tig00000001	SRK_protein_150	142
Library009_barcode11_hap4_rep1_tig00000001	SRK_protein_150	142
Library009_barcode11_hap1_rep2_tig00000001	SRK_protein_145	80
Library009_barcode11_hap1_rep3_tig00000001	SRK_protein_150	142
Library009_barcode11_hap1_rep4_tig00000001	SRK_protein_150	142
Library009_barcode11_hap2_rep2_tig00000001	SRK_protein_145	80
Library009_barcode11_hap2_rep3_tig00000001	SRK_protein_150	142
Library009_barcode11_hap2_rep4_tig00000001	SRK_protein_150	142
Library009_barcode11_hap3_rep2_tig00000001	SRK_protein_145	80
Library009_barcode11_hap3_rep3_tig00000001	SRK_protein_150	142
Library009_barcode11_hap3_rep4_tig00000001	SRK_protein_150	142
Library009_barcode11_hap4_rep2_tig00000001	SRK_protein_145	80
Library009_barcode11_hap4_rep3_tig00000001	SRK_protein_150	142
Library009_barcode11_hap4_rep4_tig00000001	SRK_protein_150	142
Library009_barcode12_hap1_rep1_tig00000001	SRK_protein_145	80
Library009_barcode12_hap1_rep4_tig00000001	SRK_protein_150	142
Library009_barcode12_hap2_rep1_tig00000001	SRK_protein_145	80
Library009_barcode12_hap2_rep4_tig00000001	SRK_protein_150	142
Library009_barcode12_hap3_rep1_tig00000001	SRK_protein_145	80
Library009_barcode12_hap3_rep4_tig00000001	SRK_protein_150	142
Library009_barcode12_hap4_rep1_tig00000001	SRK_protein_145	80
Library009_barcode13_hap1_rep3_tig00000001	SRK_protein_145	80
Library009_barcode13_hap2_rep3_tig00000001	SRK_protein_145	80
Library009_barcode13_hap3_rep3_tig00000001	SRK_protein_145	80
Library009_barcode13_hap4_rep3_tig00000001	SRK_protein_145	80
Library009_barcode13_hap1_rep2_tig00000001	SRK_protein_150	142
Library009_barcode13_hap1_rep4_tig00000001	SRK_protein_150	142
Library009_barcode13_hap2_rep2_tig00000001	SRK_protein_150	142
Library009_barcode13_hap2_rep4_tig00000001	SRK_protein_150	142
Library009_barcode13_hap3_rep2_tig00000001	SRK_protein_150	142
Library009_barcode13_hap3_rep4_tig00000001	SRK_protein_150	142
Library009_barcode13_hap4_rep2_tig00000001	SRK_protein_150	142
Library009_barcode13_hap4_rep4_tig00000001	SRK_protein_150	142
Library009_barcode14_hap1_rep2_tig00000002	SRK_protein_264	56
Library009_barcode14_hap2_rep2_tig00000002	SRK_protein_264	56
Library009_barcode14_hap3_rep2_tig00000002	SRK_protein_264	56
Library009_barcode14_hap4_rep2_tig00000002	SRK_protein_264	56
Library009_barcode14_hap1_rep1_tig00000001	SRK_protein_264	56
Library009_barcode14_hap1_rep2_tig00000001	SRK_protein_143	43
Library009_barcode14_hap1_rep3_tig00000001	SRK_protein_150	142
Library009_barcode14_hap1_rep4_tig00000002	SRK_protein_124	24
Library009_barcode14_hap2_rep1_tig00000001	SRK_protein_264	56
Library009_barcode14_hap2_rep2_tig00000001	SRK_protein_143	43
Library009_barcode14_hap2_rep4_tig00000002	SRK_protein_124	24
Library009_barcode14_hap3_rep2_tig00000001	SRK_protein_143	43
Library009_barcode14_hap3_rep3_tig00000001	SRK_protein_150	142
Library009_barcode14_hap3_rep4_tig00000002	SRK_protein_124	24
Library009_barcode14_hap4_rep2_tig00000001	SRK_protein_143	43
Library009_barcode15_hap1_rep3_tig00000001	SRK_protein_150	142
Library009_barcode15_hap1_rep3_tig00000002	SRK_protein_145	80
Library009_barcode15_hap2_rep3_tig00000001	SRK_protein_150	142
Library009_barcode15_hap2_rep3_tig00000002	SRK_protein_145	80
Library009_barcode15_hap3_rep3_tig00000001	SRK_protein_150	142
Library009_barcode15_hap3_rep3_tig00000002	SRK_protein_145	80
Library009_barcode15_hap4_rep3_tig00000001	SRK_protein_150	142
Library009_barcode15_hap4_rep3_tig00000002	SRK_protein_145	80
Library009_barcode16_hap1_rep3_tig00000002	SRK_protein_150	142
Library009_barcode16_hap2_rep3_tig00000002	SRK_protein_150	142
Library009_barcode16_hap3_rep3_tig00000002	SRK_protein_150	142
Library009_barcode16_hap4_rep3_tig00000002	SRK_protein_150	142
Library009_barcode16_hap1_rep4_tig00000002	SRK_protein_150	142
Library009_barcode16_hap2_rep4_tig00000002	SRK_protein_150	142
Library009_barcode16_hap3_rep4_tig00000002	SRK_protein_150	142
Library009_barcode16_hap4_rep4_tig00000002	SRK_protein_150	142
Library009_barcode17_hap1_rep1_tig00000001	SRK_protein_145	80
Library009_barcode17_hap2_rep1_tig00000001	SRK_protein_145	80
Library009_barcode17_hap3_rep1_tig00000001	SRK_protein_145	80
Library009_barcode17_hap4_rep1_tig00000001	SRK_protein_145	80
Library009_barcode18_hap1_rep4_tig00000001	SRK_protein_143	43
Library009_barcode18_hap2_rep4_tig00000001	SRK_protein_143	43
Library009_barcode18_hap3_rep4_tig00000001	SRK_protein_143	43
Library009_barcode18_hap4_rep4_tig00000001	SRK_protein_143	43
Library009_barcode18_hap1_rep2_tig00000002	SRK_protein_264	56
Library009_barcode18_hap1_rep4_tig00000002	SRK_protein_143	43
Library009_barcode18_hap2_rep1_tig00000003	SRK_protein_141	19
Library009_barcode18_hap2_rep2_tig00000002	SRK_protein_264	56
Library009_barcode18_hap2_rep4_tig00000002	SRK_protein_143	43
Library009_barcode18_hap3_rep1_tig00000003	SRK_protein_141	19
Library009_barcode18_hap3_rep2_tig00000002	SRK_protein_264	56
Library009_barcode18_hap3_rep4_tig00000002	SRK_protein_143	43
Library009_barcode18_hap4_rep2_tig00000002	SRK_protein_264	56
Library009_barcode18_hap4_rep4_tig00000002	SRK_protein_143	43
Library009_barcode19_hap1_rep4_tig00000001	SRK_protein_273	30
Library009_barcode19_hap2_rep4_tig00000001	SRK_protein_273	30
Library009_barcode19_hap3_rep4_tig00000001	SRK_protein_273	30
Library009_barcode20_hap1_rep4_tig00000001	SRK_protein_274	8
Library009_barcode20_hap1_rep1_tig00000001	SRK_protein_273	30
Library009_barcode20_hap1_rep2_tig00000001	SRK_protein_081	224
Library009_barcode20_hap2_rep1_tig00000001	SRK_protein_273	30
Library009_barcode20_hap2_rep2_tig00000001	SRK_protein_081	224
Library009_barcode20_hap3_rep1_tig00000001	SRK_protein_273	30
Library009_barcode20_hap3_rep2_tig00000001	SRK_protein_081	224
Library009_barcode20_hap4_rep1_tig00000001	SRK_protein_273	30
Library009_barcode20_hap4_rep2_tig00000001	SRK_protein_081	224
Library009_barcode21_hap1_rep1_tig00000001	SRK_protein_273	30
Library009_barcode21_hap3_rep1_tig00000001	SRK_protein_273	30
Library009_barcode22_hap1_rep2_tig00000002	SRK_protein_274	8
Library009_barcode22_hap1_rep4_tig00000001	SRK_protein_275	6
Library009_barcode22_hap2_rep2_tig00000002	SRK_protein_274	8
Library009_barcode22_hap2_rep4_tig00000001	SRK_protein_275	6
Library009_barcode22_hap3_rep2_tig00000002	SRK_protein_274	8
Library009_barcode22_hap3_rep4_tig00000001	SRK_protein_275	6
Library009_barcode22_hap1_rep1_tig00000002	SRK_protein_273	30
Library009_barcode22_hap2_rep1_tig00000002	SRK_protein_273	30
Library009_barcode22_hap3_rep1_tig00000002	SRK_protein_273	30
Library009_barcode22_hap4_rep1_tig00000002	SRK_protein_273	30
Library009_barcode23_hap1_rep3_tig00000001	SRK_protein_158	36
Library009_barcode23_hap2_rep3_tig00000001	SRK_protein_158	36
Library009_barcode23_hap3_rep3_tig00000001	SRK_protein_158	36
Library009_barcode23_hap4_rep3_tig00000001	SRK_protein_158	36
Library009_barcode24_hap1_rep1_tig00000001	SRK_protein_158	36
Library009_barcode24_hap1_rep3_tig00000001	SRK_protein_158	36
Library009_barcode24_hap2_rep1_tig00000001	SRK_protein_158	36
Library009_barcode24_hap2_rep3_tig00000001	SRK_protein_158	36
Library009_barcode24_hap3_rep1_tig00000001	SRK_protein_158	36
Library009_barcode24_hap3_rep3_tig00000001	SRK_protein_158	36
Library009_barcode24_hap4_rep1_tig00000001	SRK_protein_158	36
Library009_barcode24_hap4_rep3_tig00000001	SRK_protein_158	36
Library009_barcode25_hap1_rep3_tig00000001	SRK_protein_037	34
Library009_barcode25_hap1_rep4_tig00000001	SRK_protein_037	34
Library009_barcode25_hap2_rep3_tig00000001	SRK_protein_037	34
Library009_barcode25_hap2_rep4_tig00000001	SRK_protein_037	34
Library009_barcode25_hap3_rep3_tig00000001	SRK_protein_037	34
Library009_barcode25_hap3_rep4_tig00000001	SRK_protein_037	34
Library009_barcode25_hap4_rep3_tig00000001	SRK_protein_037	34
Library009_barcode25_hap4_rep4_tig00000001	SRK_protein_037	34
Library009_barcode26_hap1_rep2_tig00000001	SRK_protein_276	6
Library009_barcode26_hap2_rep2_tig00000001	SRK_protein_276	6
Library009_barcode26_hap3_rep2_tig00000001	SRK_protein_276	6
Library009_barcode27_hap1_rep1_tig00000001	SRK_protein_277	8
Library009_barcode27_hap2_rep1_tig00000001	SRK_protein_277	8
Library009_barcode27_hap3_rep1_tig00000001	SRK_protein_277	8
Library009_barcode27_hap4_rep1_tig00000001	SRK_protein_277	8
Library009_barcode27_hap1_rep2_tig00000001	SRK_protein_028	99
Library009_barcode27_hap2_rep2_tig00000001	SRK_protein_028	99
Library009_barcode27_hap3_rep2_tig00000001	SRK_protein_028	99
Library009_barcode27_hap4_rep2_tig00000001	SRK_protein_028	99
Library009_barcode28_hap1_rep1_tig00000001	SRK_protein_107	9
Library009_barcode28_hap2_rep1_tig00000001	SRK_protein_107	9
Library009_barcode28_hap3_rep1_tig00000001	SRK_protein_107	9
Library009_barcode28_hap4_rep1_tig00000001	SRK_protein_107	9
Library009_barcode29_hap1_rep1_tig00000001	SRK_protein_211	30
Library009_barcode29_hap2_rep1_tig00000001	SRK_protein_211	30
Library009_barcode29_hap3_rep1_tig00000001	SRK_protein_211	30
Library009_barcode29_hap4_rep1_tig00000001	SRK_protein_211	30
Library009_barcode30_hap1_rep1_tig00000001	SRK_protein_081	224
Library009_barcode30_hap1_rep3_tig00000001	SRK_protein_125	33
Library009_barcode30_hap1_rep4_tig00000002	SRK_protein_007	14
Library009_barcode30_hap2_rep1_tig00000001	SRK_protein_081	224
Library009_barcode30_hap2_rep3_tig00000001	SRK_protein_125	33
Library009_barcode30_hap2_rep4_tig00000002	SRK_protein_007	14
Library009_barcode30_hap3_rep1_tig00000001	SRK_protein_081	224
Library009_barcode30_hap3_rep3_tig00000001	SRK_protein_125	33
Library009_barcode30_hap3_rep4_tig00000002	SRK_protein_007	14
Library009_barcode30_hap4_rep1_tig00000001	SRK_protein_081	224
Library009_barcode30_hap4_rep3_tig00000001	SRK_protein_125	33
Library009_barcode30_hap4_rep4_tig00000002	SRK_protein_007	14
Library009_barcode31_hap1_rep2_tig00000001	SRK_protein_278	8
Library009_barcode31_hap2_rep2_tig00000001	SRK_protein_278	8
Library009_barcode31_hap3_rep2_tig00000001	SRK_protein_278	8
Library009_barcode31_hap4_rep2_tig00000001	SRK_protein_278	8
Library009_barcode31_hap1_rep3_tig00000001	SRK_protein_145	80
Library009_barcode31_hap2_rep3_tig00000001	SRK_protein_145	80
Library009_barcode31_hap3_rep3_tig00000001	SRK_protein_145	80
Library009_barcode31_hap4_rep3_tig00000001	SRK_protein_145	80
Library009_barcode33_hap1_rep4_tig00000001	SRK_protein_279	8
Library009_barcode33_hap2_rep4_tig00000001	SRK_protein_279	8
Library009_barcode33_hap3_rep4_tig00000001	SRK_protein_279	8
Library009_barcode33_hap4_rep4_tig00000001	SRK_protein_279	8
Library009_barcode34_hap1_rep4_tig00000001	SRK_protein_280	18
Library009_barcode34_hap1_rep4_tig00000002	SRK_protein_114	52
